Transcript/RepeatID (cmd=analyzeRepeats.pl rna mm10 -strand both -count exons -d CD8TCell-KLRGhi-RNA-LCMV-12d-KAA-14-10-31 CD8TCell-KLRGhi-RNA-LCMV-7d-KAA-14-10-31 CD8TCell-KLRGlo-RNA-LCMV-12d-KAA-14-10-31 CD8TCell-KLRGlo-RNA-LCMV-7d-KAA-14-10-31 CD8TCell-RNA-LCMV-0d-KAA-14-10-31 CD8TCell-RNA-LCMV-35d-rep1-KAA-14-10-31 CD8TCell-RNA-LCMV-35d-rep2-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGhi-RNA-LCMV-12d-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGhi-RNA-LCMV-7d-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGlo-RNA-LCMV-7d-KAA-14-10-31 Foxo1-KO-CD8TCell-RNA-LCMV-0d-KAA-14-10-31 -noadj -condenseGenes) (cmd=getDiffExpression.pl tag_counts.txt KLRGhi-LCMV-12d KLRGhi-LCMV-7d KLRGlo-LCMV-12d KLRGlo-LCMV-7d RNA-LCMV-0d RNA-LCMV-35d-rep1 RNA-LCMV-35d-rep2 Foxo1-KO-KLRGhi-LCMV-12d Foxo1-KO-KLRGhi-LCMV-7d Foxo1-KO-KLRGlo-LCMV-7d Foxo1-KO-LCMV-0d)	Annotation/Divergence	KLRGlo-LCMV-7d vs. RNA-LCMV-0d logFC	KLRGlo-LCMV-7d vs. RNA-LCMV-0d FDR	KLRGlo-LCMV-7d vs. RNA-LCMV-0d logCPM
NM_008367	Il2ra|CD25|Il2r|Ly-43|-|2 A2-A3|2 8.91 cM|protein-coding	-3.814180582352	5.979990539306759e-10	3.55662209689517
NM_001168244	Syce2|1700013H19Rik|AA407907|Cesc1|-|8 C3|8|protein-coding	-3.8062989229371804	2.8541403350763e-08	2.3525293051443796
NM_009302	Swap70|70kDa|AV235546|-|7 F1|7 57.7 cM|protein-coding	-3.79403252505294	3.48953074537892e-11	5.54870457019374
NM_153533	Tenc1|C1-ten|nep|nph|-|15 F3|15 57.29 cM|protein-coding	-3.7842306220995	1.0821081096872099e-09	3.42352357236408
NM_001040435	Tacc3|Aint|C86661|Eric1|-|5 B2|5|protein-coding	-3.78187440744452	3.48953074537892e-11	5.692687584149049
NM_028131	Cenpn|2610510J17Rik|AI426416|AW545024|-|8 E1|8|protein-coding	-3.77801612406902	4.1967549735659696e-10	3.8411843384120603
NM_008365	Il18r1|Il18ralpha|Il1rrp|-|1 B|1|protein-coding	-3.77456473793796	1.18952432443083e-11	8.812239554906089
NM_009851	Cd44|AU023126|AW121933|AW146109|HERMES|Ly-24|Pgp-1|RP23-203N8.3|2 E2|2 54.13 cM|protein-coding	-3.75155032434992	2.4266168319346603e-11	6.86804830560552
NM_183424	Qrfp|P518|RP23-65P13.5|2 B|2|protein-coding	-3.74980052330938	3.25358793204959e-08	2.4129544720762204
NM_010578	Itgb1|4633401G24Rik|AA409975|AA960159|CD29|ENSMUSG00000051907|Fnrb|Gm9863|gpIIa|-|8 E2|8|protein-coding	-3.74001384585181	1.71055416024092e-11	9.80298131477431
NM_029023	Scpep1|2410018F01Rik|4833411K15Rik|AI957256|Risc|RP23-176J13.1|11 C|11|protein-coding	-3.7383705906474196	8.19567928175662e-11	5.108570461528929
NM_172756	Ankle1|8430438L13Rik|Ankrd41|C430003I23|Lem3|-|8 B3.3|8|protein-coding	-3.71010982991561	4.33078285871216e-09	3.1181749894002597
NM_001284409	Casp3|A830040C14Rik|AC-3|Apopain|CASP-3|CC3|CPP-32|CPP32|Caspase-3|Lice|SCA-1|Yama|mldy|-|8 B1.1|8 26.39 cM|protein-coding	-3.7077913393351	3.94409050030238e-11	6.8273942590454
NM_007534	Bcl2a1b|A1-b|-|9 E3.1|9|protein-coding	-3.7014606220824597	5.079878567229251e-10	4.09730773004011
NM_019670	Diap3|4930417P13Rik|Dia2|Diaph3|Drf3|mDia2|mKIAA4117|p134MDia2|-|14|14 D3|protein-coding	-3.68602413726112	1.3487461355944099e-09	3.67238661528211
NM_025451	Camk2n1|1810006K23Rik|AI848599|AI891706|RP23-25C1.11-001|4 D3|4|protein-coding	-3.68350588149809	6.218619683173079e-08	2.3525856526965097
NM_021886	Cenph|1700021I11Rik|2410018A12Rik|2610042E16Rik|2810046K12Rik|AU044255|CENP-H|ENP|-|13 D1|13 53.23 cM|protein-coding	-3.66136794607776	1.3088995496594498e-08	2.8661239107912304
NM_001195298	Kifc1|100042970|Gm4137|HSET|KNSL2|Kifc5a|Knsl2a|Tctex-7|Tctex-7A|Tctex7|Tctex7a|-|17 B1|17 17.98 cM|protein-coding	-3.6569074507637502	3.97574423916644e-10	4.50015579640084
NM_001035510	Zcchc18|1500031H04Rik|Sizn2|RP23-389M3.9|X F1|X|protein-coding	-3.65179756959515	1.1673978436497699e-09	3.87920943399966
NM_009843	Ctla4|Cd152|Ctla-4|Ly-56|CH29-120A16.2|1 C|1 30.58 cM|protein-coding	-3.6482688778400805	7.18837591472443e-11	7.072955331420361
NM_010721	Lmnb1|-|-|18 D3|18 30.84 cM|protein-coding	-3.64593887022978	5.892406130731939e-11	8.04174431613017
NM_053214	Myo1f|C330006B10Rik|-|17 B-C|17 17.98 cM|protein-coding	-3.6391844440315597	5.46607121825767e-11	8.914017670244949
NM_009402	Pglyrp1|PGRP|PGRP-S|Pglyrp|Tag7|Tasg7|Tnfsf3l|-|7|7 A3|protein-coding	-3.63743186831355	1.07622675578259e-10	6.28250502977263
NM_001025577	Maf|2810401A20Rik|A230108G15Rik|AW047063|c-maf|-|8 E1|8 62.61 cM|protein-coding	-3.60048118688285	3.6859506289166207e-09	3.5500268507961406
NM_010346	Grb7|mKIAA4028|RP23-355L10.11-001|11 D|11 61.75 cM|protein-coding	-3.59082065046291	2.83206309865665e-09	3.7090316384239603
NM_053178	Acsbg1|BG1|Bgm|E230019G03Rik|Lpd|R75185|mKIAA0631|-|9 A5.3|9|protein-coding	-3.59071734043617	1.38860363989049e-10	6.84606571128922
NM_024241	Kif24|4933425J19Rik|9430029L23Rik|RP23-328E6.6|4|4 B1|protein-coding	-3.57797655547231	1.69893699640885e-07	2.25701219505371
NM_029662	Mfsd2a|1700018O18Rik|Mfsd2|NLS1|RP23-121J14.3|4|4 D1|protein-coding	-3.56882385242299	1.83838925836695e-07	2.24875429202295
NM_010212	Fhl2|FHL-2|SLIM-3|SLIM3|-|1 B|1|protein-coding	-3.56341094520506	4.69419989288125e-10	5.16133718598944
NM_009516	Wee1|Wee1A|-|7 F1|7|protein-coding	-3.56207066719721	2.83426600966106e-09	3.83303752441972
NM_145508	Dyrk3|BC006704|-|1 E4|1|protein-coding	-3.54324228373505	1.6527453077349e-07	2.32933661860853
NM_001127349	Snx10|2410004M09Rik|-|6 B3|6|protein-coding	-3.54174345503833	4.838967919296201e-10	5.53702691910031
NM_173406	Jazf1|AI591476|C820002C15|Jaz1|Tip27|-|6 B3|6 25.74 cM|protein-coding	-3.53364486244411	3.76276056321977e-08	2.8223247269273597
NM_011454	Serpinb6b|NK13|Spi12|ovalbumin|RP23-391I11.3|13 A3.3|13 13.78 cM|protein-coding	-3.5331125936141903	2.2707816615388198e-10	7.444785207187491
NM_001081166	Phf21b|A730032D07Rik|-|15 E2|15|protein-coding	-3.5217122978199704	1.80985599163344e-08	3.12731805170749
NM_001033525	Kcnk6|D7Ertd764e|Toss|Twik2|-|7 B1|7 16.94 cM|protein-coding	-3.51559504356054	6.95488270341466e-08	2.65735651343335
NM_001044308	Cacna1i|Ca(V)3.3|-|15 E1|15|protein-coding	-3.51440309263933	2.2539585881420098e-08	3.0628083457057595
NM_183408	Pde4a|D9Ertd60e|Dpde2|-|9 A3|9 7.73 cM|protein-coding	-3.5119506222867996	3.83691094191149e-08	2.8715947178118904
NM_025495	Cenpp|1700022C02Rik|4921518G09Rik|-|13|13 B1|protein-coding	-3.50307559046947	3.39792255561335e-07	2.18958570274524
NM_145924	Cenpi|AI504163|Fshprh1|RP23-162B19.4|X E3|X|protein-coding	-3.50177230182392	5.69328416295463e-09	3.7418305271461296
NM_181416	Arhgap11a|6530401L14Rik|mKIAA0013|RP23-288M21.5|2 E4|2|protein-coding	-3.49132876198577	5.86518064702171e-10	6.00391373629603
NM_001033244	Fancd2|2410150O07Rik|AU015151|BB137857|FA-D2|FA4|FACD|FAD|FANCD|-|6 E3|6|protein-coding	-3.4790074390713595	7.26287709021205e-09	3.72109167373729
NM_023465	Ctnnbip1|1110008O09Rik|2310001I19Rik|AW457332|Catnbip1|Icat|RP23-153G17.3|4 E2|4|protein-coding	-3.47072217474129	1.54641595499214e-08	3.3865234726679803
NM_172616	C330027C09Rik|AA408511|AU018569|Cip2a|Kiaa1524|-|16 B5|16|protein-coding	-3.4647540811603905	1.39404608630039e-09	5.04217185851739
NR_028421	D430020J02Rik|-|-|12 F2|12|ncRNA	-3.46411451477221	4.910023431505429e-07	2.15465209836384
NM_177780	Dock5|1110060D06Rik|AI666732|AI956923|BC016533|E130320D18|lr2|rlc|-|14 D1|14|protein-coding	-3.4581957690438903	5.68079465026781e-10	7.06368667260684
NM_207110	Rnf216|2810055G22Rik|AI647468|AU019462|C86502|F830018F18Rik|TRIAD3|UIP83|Ubce7ip1|-|5 G2|5|protein-coding	-3.4527620374133	1.5260246536870497e-09	5.0740924070628
NM_009807	Casp1|ICE|Il1bc|-|9 A1|9 2.46 cM|protein-coding	-3.45199876652571	7.42754900213636e-09	3.83586437905249
NM_016662	Mxd3|4631412E13Rik|Mad3|bHLHc13|-|13 B1|13 29.8 cM|protein-coding	-3.4479041792080403	2.2623884299663196e-09	4.720897001762499
NM_001159901	Hopx|1110018K11Rik|1200015P04Rik|2300002F06Rik|AI848177|AW490897|Cameo|Hdop|Hod|Hop|Ob1|Obl|Toto|-|5 C3.3|5|protein-coding	-3.4440548366506403	6.93476499308731e-10	6.8969378651117
NR_030721	Foxd2os|9130206I24Rik|-|4 D1|4|ncRNA	-3.43388614320826	5.8887879547905196e-08	2.92964553655595
NM_009643	Ahnak|DY6|-|19 A|19|protein-coding	-3.4203203784403398	6.04408448986406e-10	10.080935056053699
NM_027982	Ppm1j|2310008J22Rik|PP2Czeta|Ppp2cz|-|3|3 F3|protein-coding	-3.4104113424891502	2.5880641100034503e-09	5.10419808366947
NM_020567	Gmnn|AW546347|Gem|RP23-92G13.2|13 A3.1|13|protein-coding	-3.41001999657391	4.5842774801351e-09	4.41057457903704
NM_146248	Cchcr1|Hcr|-|17 B1|17|protein-coding	-3.4093290019855296	9.14441111894683e-09	3.9241424549669803
NM_010137	Epas1|HIF-2alpha|HIF2A|HLF|HRF|MOP2|bHLHe73|-|17 E4|17|protein-coding	-3.40596488609613	1.82267935270788e-09	5.595291237677389
NM_009251	Serpina3g|2A2|AI119734|Spi2-1|Spi2/eb.1|Spi2A|spi2|-|12 E|12|protein-coding	-3.3824458001598297	5.36855180530944e-07	2.2816232429224503
NM_001291058	Cd68|Lamp4|Scard1|gp110|-|11 B3|11 42.86 cM|protein-coding	-3.37140020932077	5.17035881169231e-09	4.633218571088429
NM_176982	Fbxo48|A630050E13Rik|RP23-295E4.4|11 A2|11|protein-coding	-3.36801611971372	8.322823814195429e-07	2.17228706451598
NM_008234	Hells|AI323785|E130115I21Rik|LSH|Lysh|PASG|YFK8|-|19|19 C3-D1|protein-coding	-3.3616599054772403	4.412382962966049e-09	4.87383101275654
NM_012012	Exo1|5730442G03Rik|Msa|-|1 H4|1 81.9 cM|protein-coding	-3.3613192449278597	1.0266357671298199e-07	2.9245112049601096
NM_026012	Nradd|2610311B09Rik|BB104149|NRDD|NRH2|PLAIDD|-|9 F2|9|protein-coding	-3.35523226811562	3.21442952758017e-07	2.51313320220639
NM_024223	Crip2|0610010I23Rik|AW743261|C77570|CRP2|CRP4|Crp|ESP1|Hlp|-|12 F1|12 61.57 cM|protein-coding	-3.33625543260453	1.55997203608544e-08	4.002446937209
NM_001177626	Ect2|AI528536|mKIAA4037|-|3|3 B|protein-coding	-3.32230445249321	7.62925476997792e-09	4.71049063897233
NM_019990	Stard10|AV048538|CGI-52|NY-C0-28|PC-TP2|PCTP2|Pctpl|Sdccag28|SdccagG28|TISP-81|-|7 E3|7|protein-coding	-3.3184424311338403	4.54605175405058e-09	5.534629606072731
NM_026412	Knstrn|1700025D04Rik|C15orf23|D2Ertd750e|SKAP|Traf4af1|RP23-172B16.7|2 E5|2|protein-coding	-3.3089657362324303	8.63478332843314e-09	4.71500535493191
NM_183089	Dscc1|2010006I05Rik|2600005O03Rik|Dcc1|-|15 D1|15|protein-coding	-3.30111891488075	3.5167484497579796e-07	2.6131093083853103
NM_008655	Gadd45b|AI323528|Myd118|-|10 C1|10 39.72 cM|protein-coding	-3.2917947837212402	3.8751920368625e-09	6.405811322700809
NM_028331	C1qtnf6|2810036M19Rik|CTRP6|AL590144.2|15 E1|15|protein-coding	-3.2905451755475004	8.118090451381801e-08	3.2690021331627204
NM_020044	Lat2|AW125574|LAB|NTAL|WSCR5|Wbscr15|Wbscr5|-|5 G2|5|protein-coding	-3.28205079323997	2.97543799516166e-07	2.7305208399730496
NM_021530	Slc4a8|AW493845|C230026C11|NDCBE|kNBC-3|-|15|15 F3|protein-coding	-3.25353733112158	2.68418902851294e-08	4.15619187983856
NM_146186	Wdr62|2310038K02Rik|-|7 B1|7|protein-coding	-3.2531736089786203	1.73604654316206e-08	4.5262814438169805
NR_110357	Kctd17|2900008M13Rik|AA414907|AW742389|N28155|-|15 E1|15|protein-coding	-3.25096805625566	1.7768373601048398e-07	3.04399478720481
NM_030696	Slc16a3|Mct3|Mct4|RP23-378G22.1|11 E2|11|protein-coding	-3.2456873769181502	9.81205248156493e-08	3.35622392689256
NM_139303	Kif18a|AU024633|B130001M12Rik|RP23-206C1.1|2 E3|2|protein-coding	-3.24397930417488	3.0737818991186694e-08	4.09989247103377
NM_009256	Serpinb9|BB283241|CAP-3|CAP3|PI-9|PI9|Spi6|ovalbumin|RP23-391I11.1|13 A3.3|13 13.79 cM|protein-coding	-3.24380712522197	5.38251397688024e-09	7.06148222761197
NM_019418	Tnfsf14|HVEM-L|HVEML|LIGHT|LTg|Ly113|-|17|17 D-E1|protein-coding	-3.24009274527265	2.1390172092401402e-08	4.44001777903626
NM_024184	Asf1b|1700003K02Rik|AA409591|-|8 C3|8|protein-coding	-3.2347498793708396	8.676846338246942e-09	5.879853102999999
NM_001163763	Tcf19|5730403J10Rik|AW495861|-|17 B1|17|protein-coding	-3.2338981799277904	9.23704085942794e-09	5.74683427196674
NM_012057	Irf5|AW491843|mirf5|-|6 A3.3|6 12.36 cM|protein-coding	-3.23244330031524	1.5720606143905402e-07	3.1718745901956997
NM_010715	Lig1|AL033288|LigI|-|7 A1|7 7.82 cM|protein-coding	-3.22404316898727	7.531292342021022e-09	6.49326581301921
NM_001164804	Coro2a|9030208C03Rik|AI563590|IR10|RP23-117B19.6|4 B1|4|protein-coding	-3.2213270160006897	1.04752250459732e-08	5.743172084219049
NM_009712	Arsb|1110007C02Rik|AI480648|As-1|As-1r|As-1s|As-1t|As1|As1-r|As1-s|As1-t|Asr-1|Ast-1|-|13 C3-D1|13 47.88 cM|protein-coding	-3.20576827809065	7.62925476997792e-09	7.407928776447849
NM_198654	Nsl1|4833432M17Rik|AI451597|Gm105|Gm984|-|1 H6|1|protein-coding	-3.1998424866233997	7.343810863474589e-08	3.7653867827082004
NM_023670	Igf2bp3|2610101N11Rik|AA522010|AL022933|AU045931|IMP-3|IMP3|Koc13|Neilsen|mimp3|-|6 B2.3|6 23.82 cM|protein-coding	-3.18067669254212	6.9351594162495e-08	3.9164956703900202
NM_008197	H1f0|D130017D06Rik|H1(0)|H1fv|-|15 E1|15 37.7 cM|protein-coding	-3.17728884732618	3.75803017059924e-08	4.4580947201107195
NM_181072	Myo1e|2310020N23Rik|9130023P14Rik|AA407778|myosin-1e|myr 3|-|9 D|9 39.41 cM|protein-coding	-3.1769934215701197	5.88281552238935e-07	2.75995900055788
NM_172939	Sowahc|4921515A04Rik|9430099J10Rik|Ankrd57|C820004L04Rik|-|10 B4|10|protein-coding	-3.1709954163412704	7.16641857707832e-07	2.6945407974001
NM_133753	Errfi1|1300002F13Rik|AI788755|Mig-6|Mig6|RALT|RP23-272N19.4|4|4 E1|protein-coding	-3.16901528244228	1.91269061050185e-08	5.59301735357566
NM_007754	Cpd|AA960140|AW322530|D830034L15Rik|RP23-396O3.1|11 B5|11 46.05 cM|protein-coding	-3.16712146730501	2.9292517620421397e-06	2.18111754965999
NM_001081127	Adamts14|Adamts-14|TS14|-|10 B4|10|protein-coding	-3.1636617476076094	2.82809746894777e-08	5.08129441141204
NM_001163539	5430427O19Rik|-|RP23-311G7.1|X|X B|protein-coding	-3.1571841102406	2.12885940098283e-07	3.31730475928625
NM_008353	Il12rb1|CD212|IL-12R[b]|-|8 B3.3|8 34.21 cM|protein-coding	-3.15295962792632	1.86082094010431e-08	5.9656013865411905
NM_027172	Slc52a3|2310046K01Rik|RFT2|RP23-214I20.4|2|2 H1|protein-coding	-3.14828200668862	2.3225265425255698e-07	3.3093869308836
NM_011634	Traip|Trip|-|9 F1-F2|9 59.07 cM|protein-coding	-3.14715054383574	1.23697155144162e-07	3.71832520129564
NM_022018	Fam129a|AI256368|AU019833|Niban|-|1 G2|1|protein-coding	-3.1457763126021496	2.01870400181207e-08	5.94017491563322
NM_178856	Gins2|2210013I18Rik|4833427B12Rik|AI323585|Pfs2|-|8 E1|8|protein-coding	-3.1395678498895196	7.58802398127579e-08	4.12275586844844
NM_008484	Lamb3|-|-|1 H2-H6|1 97.71 cM|protein-coding	-3.12314794851201	2.57729458327216e-07	3.36398150526335
NM_001037722	Adam15|MDC15|metargidin|-|3 F1|3 39.07 cM|protein-coding	-3.1168922169891298	4.53287010545157e-06	2.13705357499764
NM_009630	Adora2a|A2AAR|A2aR|AA2AR|-|10 B5.3|10|protein-coding	-3.11421578617042	2.46149697539954e-08	6.2407843527667
NM_080850	Pask|mKIAA0135|-|1 D|1|protein-coding	-3.1124734577555095	5.942915406447449e-07	2.97062182190894
NM_172603	Phf11a|4933417L10Rik|Phf11|Phf11l|-|14 C3|14|protein-coding	-3.1109389489778296	1.7256619884736801e-06	2.5132873105547597
NM_133720	Cysltr2|2300001H05Rik|CYSLT2R|Cltr2|Cyslt2|-|14 D3|14|protein-coding	-3.10888797348726	3.18104802231217e-07	3.31338295546611
NM_007681	Cenpa|Cenp-A|-|5 B1|5 16.76 cM|protein-coding	-3.1048685602390997	2.58500949278564e-08	6.367834501966651
NM_026613	Ccdc34|2810027O19Rik|4930522P10Rik|AI596202|RP23-300M9.1|2 E3|2|protein-coding	-3.1028648546242406	1.6814922635799e-07	3.76545816241942
NM_176933	Dusp4|2700078F24Rik|AI844617|BB104621|E130306H24Rik|MKP2|-|8 A4|8|protein-coding	-3.10280160863155	6.94168800466668e-08	4.52980842499725
NM_031997	Tmem2|-|-|19 B|19|protein-coding	-3.1015523425865603	2.7532544973556106e-07	3.4530061526509304
NM_028416	Kremen2|2900054E04Rik|Krm2|-|17 A3.3|17|protein-coding	-3.0928636351365797	5.00634687080283e-07	3.1365804211146004
NM_033581	Pcdhgc3|PC43|Pcdh2|-|18 B3|18 19.67 cM|protein-coding	-3.0769574781121003	1.01604341344486e-07	4.38654023232062
NM_016692	Incenp|2700067E22Rik|AU019509|C130081E20|C77457|-|19 A|19 6.1 cM|protein-coding	-3.06973248974294	3.72820489313356e-08	6.46022287533866
NM_001167949	Atp2b4|Pmca4|-|1 E4|1 57.95 cM|protein-coding	-3.06643620027914	3.21036801016922e-08	7.26608124121668
NM_028716	Phf19|3110009G19Rik|3321402G02Rik|RP23-9N11.3|2 B|2|protein-coding	-3.06514829006476	1.4060485472510299e-07	4.18476605692307
NM_023824	Paqr4|1500004C10Rik|MNCb-0914|17 A3.3|17|protein-coding	-3.04956358703646	9.5223343682322e-08	4.7522090877526795
NM_007891	E2f1|E2F-1|mKIAA4009|RP23-109C16.5|2 H1|2 76.79 cM|protein-coding	-3.04397422293596	1.06754501737026e-07	4.67722352576654
NM_001099917	Smim24|2210404O07Rik|-|10 C1|10|protein-coding	-3.0367165552242006	1.2226669373491101e-06	2.9038295009476203
NM_013471	Anxa4|AI265406|AIV|AW106930|Anx4|Xanx-4|-|6 D1|6 37.75 cM|protein-coding	-3.02596986837318	3.5167484497579796e-07	3.6973174454672098
NM_011497	Aurka|AIRK1|ARK-1|AU019385|AW539821|Ark1|Aurora-A|Ayk1|IAK|IAK1|Stk6|-|2 H3|2 94.84 cM|protein-coding	-3.02443231082592	1.27887325086174e-07	4.67415725401498
NM_008876	Pld2|-|DN-183N8.6|11 B3|11 42.99 cM|protein-coding	-3.02253181338992	3.62866080215314e-07	3.6942805184256295
NM_001285788	Ildr1|AU041483|AU044638|-|16 B3|16|protein-coding	-3.00956949965821	3.32997315537133e-07	3.84168283424068
NM_172685	Slc25a24|2610016M12Rik|DN-250O19.1|3 F3|3|protein-coding	-3.0088647158873303	9.507715276571e-08	5.5143348961947
NM_009764	Brca1|-|RP23-328K2.8|11 D|11 65.18 cM|protein-coding	-2.9997704476501803	1.6132728857873302e-07	4.6664431283618395
NM_029186	Tmem180|4930449A08Rik|4930538D17Rik|-|19|19 D1|protein-coding	-2.9973250210393196	5.67993973390508e-06	2.34525485107589
NM_022032	Perp|1110017A08Rik|KCP1|KRTCAP1|PIGPC1|THW|-|10|10 A2|protein-coding	-2.99684894202717	4.8372020317902295e-06	2.4133898873682202
NR_037956	1190002F15Rik|AI120476|-|6 G1|6|ncRNA	-2.9824901782369704	1.4173505576107701e-06	3.03940282021331
NM_134041	4930427A07Rik|AA536649|mFLJ00116|-|12 F1|12|protein-coding	-2.97135474690444	1.9062721457506198e-07	4.92168903440838
NM_017405	Lsr|ILDR3|Lisch7|-|7 B1|7|protein-coding	-2.9711814247992403	6.045421801362819e-06	2.3910522904694598
NM_030259	Rilpl2|-|-|5 F|5|protein-coding	-2.96597356190373	9.74690330352301e-08	6.6928193805288
NM_175437	Gsap|A530088I07Rik|Pion|-|5 A3|5|protein-coding	-2.95669931123913	1.45051190414554e-07	5.65234184896135
NM_153058	Mapre2|AI314113|C820009F03Rik|D18Abb1e|EB1|EB2|RP1|-|18 A2|18 12.08 cM|protein-coding	-2.95348809879992	9.81205248156493e-08	7.3450943478150705
NM_177025	Cobll1|1810047P18Rik|Coblr1|D430044D16Rik|RP23-286N21.1|2|2 C3|protein-coding	-2.95172262859775	1.72389835770886e-07	5.39121247842686
NM_025821	Carhsp1|1200011K09Rik|Crhsp-24|D16Ertd465e|-|16 A1|16 4.26 cM|protein-coding	-2.9450879148666202	1.74188253985879e-07	5.4812657587999905
NM_026835	Ms4a6d|1110058E16Rik|AI447446|Ms4a11|-|19 A|19|protein-coding	-2.94312576986746	1.01278965417966e-06	3.4459175952151098
NM_007525	Bard1|ENSMUSG00000060893|ENSMUSG00000073653|-|1 C3|1|protein-coding	-2.92901261464308	2.44365087038152e-07	5.13851154720286
NM_027429	Cenpl|2610300B10Rik|AW121806|AW550697|-|1|1 H1|protein-coding	-2.92675485766914	3.2027427387495304e-07	4.6159973233421
NM_183037	Trim46|TRIFIC|-|3 F1|3|protein-coding	-2.9221280265935703	1.38718717395721e-06	3.32928879263808
NR_015505	Firre|5830467J12Rik|6720401G13Rik|AW048145|-|X A5|X|ncRNA	-2.8998122124222796	9.57586516331994e-07	3.74520295444466
NM_001081332	Slc9a5|Gm696|-|8 D3|8|protein-coding	-2.89222160819556	3.82301209229266e-06	2.8720101145889103
NM_016753	Lxn|-|-|3 E1|3 30.98 cM|protein-coding	-2.88712560653581	5.42666403322139e-07	4.40354706681927
NM_001039371	Slc22a15|2610034P21Rik|4930477M19|A530052I06Rik|BB219042|-|3 F2.2|3|protein-coding	-2.8870846629328	1.09022997394321e-05	2.38358422522312
NM_198299	Enkd1|AI606951|E130303B06Rik|-|8 D3|8|protein-coding	-2.86324730864285	7.234588544131371e-06	2.65153091017885
NM_175170	Pogk|9130401E23Rik|BASS2|mKIAA1513|-|1 H2.3|1|protein-coding	-2.85632071620241	3.24617706355122e-07	6.017237794456741
NM_009073	Rom1|M101156|Rgsc1156|Rom-1|Rosp1|Tspan23|-|19 A|19 6.03 cM|protein-coding	-2.8552176586564397	3.39792255561335e-07	5.9223500664338
NM_175231	Whsc1|5830445G22Rik|9430010A17Rik|AW555663|C130020C13Rik|D030027O06Rik|D930023B08Rik|MMSET|NSD2|Whsc1l|mKIAA1090|-|5 B1|5|protein-coding	-2.8511431689058	3.09614407429154e-07	6.5044680340766
NM_001166407	Kif20a|AA415432|Rab6kifl|-|18 B1|18 18.69 cM|protein-coding	-2.84944860996516	3.42056849990288e-07	6.04614547305857
NM_001199305	Atxn1|2900016G23Rik|Atx1|C85907|ENSMUSG00000074917|Gm10786|Sca1|-|13 A5|13 21.98 cM|protein-coding	-2.8392349688016005	2.76277543158214e-07	7.660758583392969
NM_001271419	Ly6a|Ly-6A.2|Ly-6A/E|Ly-6E.1|Sca-1|Sca1|TAP|-|15 D3|15 34.29 cM|protein-coding	-2.83649452807776	2.82425170181984e-07	7.74378402073822
NM_008354	Il12rb2|A930027I18Rik|IL-12RB2|Ifnm|-|6 C1|6 30.81 cM|protein-coding	-2.8092682842211603	6.24225460213319e-07	5.459174392974861
NM_001163608	Plxdc1|2410003I07Rik|AI848450|Tem7|RP23-309H19.1|11 D|11|protein-coding	-2.8090999226190196	2.07016674141296e-06	3.7393941724052397
NM_001293623	Hmgb3|Hmg2a|Hmg4|RP23-478M17.2|X|X A1|protein-coding	-2.80737948818117	2.8941339501117895e-05	2.1813658324368603
NM_019499	Mad2l1|AA673185|MAD2|-|6 C1|6 30.56 cM|protein-coding	-2.79397006169533	6.38159584233987e-07	5.7625264803347
NM_020590	Gabarapl1|3110025G09Rik|9130422N19Rik|AI196471|Apg8l|Atg8l|GECI|MNCb-0091|6 F3|6|protein-coding	-2.7901662204384796	1.07855090967761e-06	4.80833617998248
NM_173752	Lgalsl|1110067D22Rik|A530071M23|Grpa|Hspc159|Lgalsla|RP23-455B19.1|11 A3.1|11 13.53 cM|protein-coding	-2.7895223995446603	1.8997212523632302e-06	3.9630147944986005
NM_001029856	Atad5|C130052G03Rik|FRAG1|Gm17|RP23-328O2.1|11 B5|11|protein-coding	-2.76458929878259	1.3637675988439698e-06	4.80836020044323
NM_148933	Slco4a1|OATP-E|Slc21a12|RP23-74K21.1|2 H4|2|protein-coding	-2.75346529853187	2.13926357967772e-06	4.18935848982263
NM_013730	Slamf1|4933415F16|AA177906|CD150|CDw150|ESTM51|IPO-3|Slam|-|1 H3|1 79.54 cM|protein-coding	-2.74868503681977	1.57238837021446e-06	4.80556064775461
NM_001205336	Arap3|Centd3|Drag1|E030006K04Rik|cnt-d3|-|18 B3|18|protein-coding	-2.7466706742810802	2.4671074743289498e-05	2.4428591237366803
NM_018763	Chst2|AI428561|AW121776|C130041E03Rik|Chts2|GST-2|GlcNAc6ST|Gn6st|-|9 E3.2-3.3|9|protein-coding	-2.74004875778457	3.697194910090421e-05	2.2575475011079
NM_146067	Cpped1|C530044N13Rik|-|16 A1|16|protein-coding	-2.7316551912917797	2.98147399906105e-06	4.0102818661251405
NM_011132	Pole|-|-|5 E3-E5|5 53.45 cM|protein-coding	-2.72444822179415	1.23766472449119e-06	5.75896091080836
NM_010576	Itga4|CD49D|Itga4B|RP23-335P15.1|2 C3|2 47.38 cM|protein-coding	-2.72068060662005	8.061100890932201e-07	10.855266558935401
NM_033582	Pcdhgc4|-|-|18 B3|18|protein-coding	-2.7100398897842903	4.35258390393628e-06	3.81140031540901
